onet_id,onet_title,okz2,okz_name,group_employed,group_share
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
23-1023.00,"Judges, Magistrate Judges, and Magistrates",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
23-2011.00,Paralegals and Legal Assistants,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
23-2093.00,"Title Examiners, Abstractors, and Searchers",34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
23-2099.00,"Legal Support Workers, All Other",33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
25-1011.00,"Business Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1021.00,"Computer Science Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1022.00,"Mathematical Science Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1031.00,"Architecture Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1032.00,"Engineering Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1042.00,"Biological Science Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1052.00,"Chemistry Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1053.00,"Environmental Science Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1054.00,"Physics Teachers, Postsecondary",21,Специалисты в области науки и техники,3818533,0.051293
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1063.00,"Economics Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1064.00,"Geography Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1065.00,"Political Science Teachers, Postsecondary",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
25-1066.00,"Psychology Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1067.00,"Sociology Teachers, Postsecondary",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
25-1071.00,"Health Specialties Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1081.00,"Education Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1082.00,"Library Science Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1112.00,"Law Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1113.00,"Social Work Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1122.00,"Communications Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1123.00,"English Language and Literature Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
25-1125.00,"History Teachers, Postsecondary",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1194.00,"Career/Technical Education Teachers, Postsecondary",23,Специалисты в области образования,4976657,0.066850
25-1199.00,"Postsecondary Teachers, All Other",23,Специалисты в области образования,4976657,0.066850
25-2011.00,"Preschool Teachers, Except Special Education",23,Специалисты в области образования,4976657,0.066850
25-2012.00,"Kindergarten Teachers, Except Special Education",23,Специалисты в области образования,4976657,0.066850
25-2021.00,"Elementary School Teachers, Except Special Education",23,Специалисты в области образования,4976657,0.066850
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",23,Специалисты в области образования,4976657,0.066850
25-2023.00,"Career/Technical Education Teachers, Middle School",23,Специалисты в области образования,4976657,0.066850
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",23,Специалисты в области образования,4976657,0.066850
25-2032.00,"Career/Technical Education Teachers, Secondary School",23,Специалисты в области образования,4976657,0.066850
25-2051.00,"Special Education Teachers, Preschool",53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
25-2055.00,"Special Education Teachers, Kindergarten",23,Специалисты в области образования,4976657,0.066850
25-2056.00,"Special Education Teachers, Elementary School",23,Специалисты в области образования,4976657,0.066850
25-2057.00,"Special Education Teachers, Middle School",23,Специалисты в области образования,4976657,0.066850
25-2058.00,"Special Education Teachers, Secondary School",53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
25-2059.01,Adapted Physical Education Specialists,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",23,Специалисты в области образования,4976657,0.066850
25-3021.00,Self-Enrichment Teachers,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
25-3031.00,"Substitute Teachers, Short-Term",23,Специалисты в области образования,4976657,0.066850
25-3041.00,Tutors,23,Специалисты в области образования,4976657,0.066850
25-3099.00,"Teachers and Instructors, All Other",23,Специалисты в области образования,4976657,0.066850
25-4011.00,Archivists,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
25-4012.00,Curators,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
25-4013.00,Museum Technicians and Conservators,73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
25-4022.00,Librarians and Media Collections Specialists,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
25-4031.00,Library Technicians,44,Другие офисные служащие,487502,0.006548
25-9031.00,Instructional Coordinators,23,Специалисты в области образования,4976657,0.066850
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
25-9043.00,"Teaching Assistants, Special Education",53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
25-9044.00,"Teaching Assistants, Postsecondary",23,Специалисты в области образования,4976657,0.066850
27-1011.00,Art Directors,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-1012.00,Craft Artists,73,"Рабочие, занятые изготовлением прецизионных инструментов и приборов, рабочие художественных промыслов и полиграфического производства",311003,0.004178
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",21,Специалисты в области науки и техники,3818533,0.051293
27-1014.00,Special Effects Artists and Animators,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-1019.00,"Artists and Related Workers, All Other",51,Работники сферы индивидуальных услуг,3379517,0.045396
27-1021.00,Commercial and Industrial Designers,21,Специалисты в области науки и техники,3818533,0.051293
27-1022.00,Fashion Designers,21,Специалисты в области науки и техники,3818533,0.051293
27-1023.00,Floral Designers,52,Продавцы,5158606,0.069294
27-1024.00,Graphic Designers,21,Специалисты в области науки и техники,3818533,0.051293
27-1025.00,Interior Designers,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-1026.00,Merchandise Displayers and Window Trimmers,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-1027.00,Set and Exhibit Designers,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-1029.00,"Designers, All Other",34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-2011.00,Actors,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-2012.00,Producers and Directors,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-2012.03,Media Programming Directors,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-2012.04,Talent Directors,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-2012.05,Media Technical Directors/Managers,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-2021.00,Athletes and Sports Competitors,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-2022.00,Coaches and Scouts,23,Специалисты в области образования,4976657,0.066850
27-2023.00,"Umpires, Referees, and Other Sports Officials",34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-2031.00,Dancers,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-2032.00,Choreographers,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-2041.00,Music Directors and Composers,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-2042.00,Musicians and Singers,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-2091.00,"Disc Jockeys, Except Radio",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-3023.00,"News Analysts, Reporters, and Journalists",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-3031.00,Public Relations Specialists,12,Управляющие в корпоративном секторе и в других организациях,672495,0.009033
27-3041.00,Editors,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-3042.00,Technical Writers,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-3043.00,Writers and Authors,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-3043.05,"Poets, Lyricists and Creative Writers",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-3091.00,Interpreters and Translators,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-3092.00,Court Reporters and Simultaneous Captioners,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
27-3099.00,"Media and Communication Workers, All Other",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-4011.00,Audio and Video Technicians,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-4012.00,Broadcast Technicians,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-4014.00,Sound Engineering Technicians,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-4015.00,Lighting Technicians,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-4021.00,Photographers,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
27-4031.00,"Camera Operators, Television, Video, and Film",35,Специалисты-техники в области информационно-коммуникационных технологий (ИКТ),259808,0.003490
27-4032.00,Film and Video Editors,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
27-4099.00,"Media and Communication Equipment Workers, All Other",34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
29-1011.00,Chiropractors,22,Специалисты в области здравоохранения,2053586,0.027585
29-1021.00,"Dentists, General",23,Специалисты в области образования,4976657,0.066850
29-1022.00,Oral and Maxillofacial Surgeons,22,Специалисты в области здравоохранения,2053586,0.027585
29-1023.00,Orthodontists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1024.00,Prosthodontists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1031.00,Dietitians and Nutritionists,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-1041.00,Optometrists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1051.00,Pharmacists,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-1071.00,Physician Assistants,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-1071.01,Anesthesiologist Assistants,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-1081.00,Podiatrists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1122.00,Occupational Therapists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
29-1123.00,Physical Therapists,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
29-1124.00,Radiation Therapists,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-1125.00,Recreational Therapists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1126.00,Respiratory Therapists,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-1127.00,Speech-Language Pathologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1128.00,Exercise Physiologists,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
29-1129.00,"Therapists, All Other",22,Специалисты в области здравоохранения,2053586,0.027585
29-1129.01,Art Therapists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1129.02,Music Therapists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1131.00,Veterinarians,22,Специалисты в области здравоохранения,2053586,0.027585
29-1141.00,Registered Nurses,22,Специалисты в области здравоохранения,2053586,0.027585
29-1141.01,Acute Care Nurses,22,Специалисты в области здравоохранения,2053586,0.027585
29-1141.02,Advanced Practice Psychiatric Nurses,22,Специалисты в области здравоохранения,2053586,0.027585
29-1141.03,Critical Care Nurses,22,Специалисты в области здравоохранения,2053586,0.027585
29-1141.04,Clinical Nurse Specialists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1151.00,Nurse Anesthetists,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-1161.00,Nurse Midwives,23,Специалисты в области образования,4976657,0.066850
29-1171.00,Nurse Practitioners,22,Специалисты в области здравоохранения,2053586,0.027585
29-1181.00,Audiologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1211.00,Anesthesiologists,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-1212.00,Cardiologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1213.00,Dermatologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1214.00,Emergency Medicine Physicians,22,Специалисты в области здравоохранения,2053586,0.027585
29-1215.00,Family Medicine Physicians,22,Специалисты в области здравоохранения,2053586,0.027585
29-1216.00,General Internal Medicine Physicians,22,Специалисты в области здравоохранения,2053586,0.027585
29-1217.00,Neurologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1218.00,Obstetricians and Gynecologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1221.00,"Pediatricians, General",22,Специалисты в области здравоохранения,2053586,0.027585
29-1222.00,"Physicians, Pathologists",22,Специалисты в области здравоохранения,2053586,0.027585
29-1223.00,Psychiatrists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1224.00,Radiologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1229.01,Allergists and Immunologists,21,Специалисты в области науки и техники,3818533,0.051293
29-1229.02,Hospitalists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1229.03,Urologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1229.04,Physical Medicine and Rehabilitation Physicians,22,Специалисты в области здравоохранения,2053586,0.027585
29-1229.05,Preventive Medicine Physicians,22,Специалисты в области здравоохранения,2053586,0.027585
29-1229.06,Sports Medicine Physicians,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
29-1241.00,"Ophthalmologists, Except Pediatric",22,Специалисты в области здравоохранения,2053586,0.027585
29-1242.00,"Orthopedic Surgeons, Except Pediatric",22,Специалисты в области здравоохранения,2053586,0.027585
29-1243.00,Pediatric Surgeons,22,Специалисты в области здравоохранения,2053586,0.027585
29-1291.00,Acupuncturists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1292.00,Dental Hygienists,22,Специалисты в области здравоохранения,2053586,0.027585
29-1299.01,Naturopathic Physicians,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-1299.02,Orthoptists,22,Специалисты в области здравоохранения,2053586,0.027585
29-2011.00,Medical and Clinical Laboratory Technologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-2011.01,Cytogenetic Technologists,21,Специалисты в области науки и техники,3818533,0.051293
29-2011.02,Cytotechnologists,31,Специалисты-техники в области науки и техники,3597016,0.048317
29-2011.04,Histotechnologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-2012.00,Medical and Clinical Laboratory Technicians,31,Специалисты-техники в области науки и техники,3597016,0.048317
29-2012.01,Histology Technicians,22,Специалисты в области здравоохранения,2053586,0.027585
29-2031.00,Cardiovascular Technologists and Technicians,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-2032.00,Diagnostic Medical Sonographers,22,Специалисты в области здравоохранения,2053586,0.027585
29-2033.00,Nuclear Medicine Technologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-2034.00,Radiologic Technologists and Technicians,22,Специалисты в области здравоохранения,2053586,0.027585
29-2035.00,Magnetic Resonance Imaging Technologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-2036.00,Medical Dosimetrists,22,Специалисты в области здравоохранения,2053586,0.027585
29-2042.00,Emergency Medical Technicians,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-2043.00,Paramedics,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-2051.00,Dietetic Technicians,22,Специалисты в области здравоохранения,2053586,0.027585
29-2052.00,Pharmacy Technicians,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-2053.00,Psychiatric Technicians,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
29-2055.00,Surgical Technologists,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-2056.00,Veterinary Technologists and Technicians,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-2057.00,Ophthalmic Medical Technicians,22,Специалисты в области здравоохранения,2053586,0.027585
29-2061.00,Licensed Practical and Licensed Vocational Nurses,53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
29-2072.00,Medical Records Specialists,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-2081.00,"Opticians, Dispensing",32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-2091.00,Orthotists and Prosthetists,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-2092.00,Hearing Aid Specialists,32,Средний медицинский персонал здравоохранения,3056626,0.041059
29-2099.01,Neurodiagnostic Technologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-2099.05,Ophthalmic Medical Technologists,22,Специалисты в области здравоохранения,2053586,0.027585
29-9021.00,Health Information Technologists and Medical Registrars,13,Руководители подразделений в сфере производства и специализированных сервисных услуг,1120240,0.015048
29-9091.00,Athletic Trainers,22,Специалисты в области здравоохранения,2053586,0.027585
29-9092.00,Genetic Counselors,21,Специалисты в области науки и техники,3818533,0.051293
29-9093.00,Surgical Assistants,53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
29-9099.01,Midwives,32,Средний медицинский персонал здравоохранения,3056626,0.041059
31-1121.00,Home Health Aides,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
31-1122.00,Personal Care Aides,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
31-1131.00,Nursing Assistants,53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
31-1132.00,Orderlies,53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
31-1133.00,Psychiatric Aides,53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
31-2011.00,Occupational Therapy Assistants,26,"Специалисты в области права, гуманитарных областей и культуры",3694337,0.049625
31-2012.00,Occupational Therapy Aides,22,Специалисты в области здравоохранения,2053586,0.027585
31-2021.00,Physical Therapist Assistants,22,Специалисты в области здравоохранения,2053586,0.027585
31-2022.00,Physical Therapist Aides,32,Средний медицинский персонал здравоохранения,3056626,0.041059
31-9011.00,Massage Therapists,22,Специалисты в области здравоохранения,2053586,0.027585
31-9091.00,Dental Assistants,32,Средний медицинский персонал здравоохранения,3056626,0.041059
31-9092.00,Medical Assistants,32,Средний медицинский персонал здравоохранения,3056626,0.041059
31-9093.00,Medical Equipment Preparers,53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
31-9094.00,Medical Transcriptionists,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
31-9095.00,Pharmacy Aides,22,Специалисты в области здравоохранения,2053586,0.027585
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,51,Работники сферы индивидуальных услуг,3379517,0.045396
31-9097.00,Phlebotomists,53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
31-9099.01,Speech-Language Pathology Assistants,22,Специалисты в области здравоохранения,2053586,0.027585
33-1011.00,First-Line Supervisors of Correctional Officers,13,Руководители подразделений в сфере производства и специализированных сервисных услуг,1120240,0.015048
33-1012.00,First-Line Supervisors of Police and Detectives,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,13,Руководители подразделений в сфере производства и специализированных сервисных услуг,1120240,0.015048
33-1091.00,First-Line Supervisors of Security Workers,54,"Работники служб, осуществляющих охрану граждан и собственности",2203561,0.029600
33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",54,"Работники служб, осуществляющих охрану граждан и собственности",2203561,0.029600
33-2011.00,Firefighters,13,Руководители подразделений в сфере производства и специализированных сервисных услуг,1120240,0.015048
33-2021.00,Fire Inspectors and Investigators,31,Специалисты-техники в области науки и техники,3597016,0.048317
33-2022.00,Forest Fire Inspectors and Prevention Specialists,31,Специалисты-техники в области науки и техники,3597016,0.048317
33-3011.00,Bailiffs,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
33-3012.00,Correctional Officers and Jailers,13,Руководители подразделений в сфере производства и специализированных сервисных услуг,1120240,0.015048
33-3021.00,Detectives and Criminal Investigators,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
33-3021.02,Police Identification and Records Officers,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
33-3021.06,Intelligence Analysts,24,Специалисты в сфере бизнеса и администрирования,5033104,0.067608
33-3031.00,Fish and Game Wardens,54,"Работники служб, осуществляющих охрану граждан и собственности",2203561,0.029600
33-3041.00,Parking Enforcement Workers,54,"Работники служб, осуществляющих охрану граждан и собственности",2203561,0.029600
33-3051.00,Police and Sheriff's Patrol Officers,34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
33-3051.04,Customs and Border Protection Officers,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
33-3052.00,Transit and Railroad Police,54,"Работники служб, осуществляющих охрану граждан и собственности",2203561,0.029600
33-9011.00,Animal Control Workers,54,"Работники служб, осуществляющих охрану граждан и собственности",2203561,0.029600
33-9021.00,Private Detectives and Investigators,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,33,Средний специальный персонал по экономической и административной деятельности,3227264,0.043351
33-9032.00,Security Guards,54,"Работники служб, осуществляющих охрану граждан и собственности",2203561,0.029600
33-9091.00,Crossing Guards and Flaggers,54,"Работники служб, осуществляющих охрану граждан и собственности",2203561,0.029600
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",91,Уборщики и прислуга,1019966,0.013701
33-9093.00,Transportation Security Screeners,54,"Работники служб, осуществляющих охрану граждан и собственности",2203561,0.029600
33-9094.00,School Bus Monitors,53,"Работники, оказывающие услуги по индивидуальному уходу",710862,0.009549
35-1011.00,Chefs and Head Cooks,51,Работники сферы индивидуальных услуг,3379517,0.045396
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,52,Продавцы,5158606,0.069294
35-2011.00,"Cooks, Fast Food",94,Помощники в приготовлении пищи,153243,0.002058
35-2012.00,"Cooks, Institution and Cafeteria",51,Работники сферы индивидуальных услуг,3379517,0.045396
35-2013.00,"Cooks, Private Household",51,Работники сферы индивидуальных услуг,3379517,0.045396
35-2014.00,"Cooks, Restaurant",51,Работники сферы индивидуальных услуг,3379517,0.045396
35-2015.00,"Cooks, Short Order",51,Работники сферы индивидуальных услуг,3379517,0.045396
35-2021.00,Food Preparation Workers,94,Помощники в приготовлении пищи,153243,0.002058
35-3011.00,Bartenders,51,Работники сферы индивидуальных услуг,3379517,0.045396
35-3023.00,Fast Food and Counter Workers,52,Продавцы,5158606,0.069294
35-3023.01,Baristas,51,Работники сферы индивидуальных услуг,3379517,0.045396
35-3031.00,Waiters and Waitresses,51,Работники сферы индивидуальных услуг,3379517,0.045396
35-3041.00,"Food Servers, Nonrestaurant",52,Продавцы,5158606,0.069294
35-9021.00,Dishwashers,94,Помощники в приготовлении пищи,153243,0.002058
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",96,Неквалифицированные работники по сбору мусора и другие неквалифицированные работники,2433098,0.032683
35-9099.00,"Food Preparation and Serving Related Workers, All Other",51,Работники сферы индивидуальных услуг,3379517,0.045396
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,51,Работники сферы индивидуальных услуг,3379517,0.045396
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",61,"Квалифицированные работники сельского хозяйства, производящие товарную продукцию",865205,0.011622
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",91,Уборщики и прислуга,1019966,0.013701
37-2012.00,Maids and Housekeeping Cleaners,51,Работники сферы индивидуальных услуг,3379517,0.045396
37-2021.00,Pest Control Workers,75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
37-3011.00,Landscaping and Groundskeeping Workers,61,"Квалифицированные работники сельского хозяйства, производящие товарную продукцию",865205,0.011622
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",75,"Рабочие пищевой, деревообрабатывающей, текстильной и швейной промышленности и рабочие родственных занятий",1641286,0.022047
37-3013.00,Tree Trimmers and Pruners,61,"Квалифицированные работники сельского хозяйства, производящие товарную продукцию",865205,0.011622
39-1013.00,First-Line Supervisors of Gambling Services Workers,14,"Руководители в гостиничном и ресторанном бизнесе, розничной и оптовой торговле и родственных сферах обслуживания",871112,0.011701
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",34,"Средний специальный персонал в области правовой, социальной работы, культуры, спорта и родственных занятий",919166,0.012347
39-2011.00,Animal Trainers,51,Работники сферы индивидуальных услуг,3379517,0.045396
39-2021.00,Animal Caretakers,92,"Неквалифицированные рабочие сельского и лесного хозяйства, рыбоводства и рыболовства",253581,0.003406
39-3011.00,Gambling Dealers,42,Служащие сферы обслуживания населения,585622,0.007866
